subject,list,item,input,output,study,recall,repeat,intrusion,condition,first_input
118,2,6,21,,True,False,0,False,2,21
118,2,9,22,,True,False,0,False,2,22
118,2,5,23,,True,False,0,False,2,23
118,2,7,24,,True,False,0,False,2,24
118,2,8,25,,True,False,0,False,2,25
118,2,9,26,,True,False,0,False,2,26
118,2,6,27,,True,False,0,False,2,27
118,2,8,28,,True,False,0,False,2,28
118,2,7,29,,True,False,0,False,2,29
118,2,10,30,3.0,True,True,0,False,2,30
118,2,9,31,,True,False,0,False,2,31
118,2,11,32,4.0,True,True,0,False,2,32
118,2,12,33,,True,False,0,False,2,33
118,2,13,34,2.0,True,True,0,False,2,34
118,2,11,35,,True,False,0,False,2,35
118,2,10,36,,True,False,0,False,2,36
118,2,12,37,,True,False,0,False,2,37
118,2,13,38,,True,False,0,False,2,38
118,2,11,39,,True,False,0,False,2,39
118,2,14,40,,True,False,0,False,2,40
118,2,12,41,,True,False,0,False,2,41
118,2,10,42,,True,False,0,False,2,42
118,2,13,43,,True,False,0,False,2,43
118,2,15,44,,True,False,0,False,2,44
118,2,16,45,,True,False,0,False,2,45
118,2,14,46,,True,False,0,False,2,46
118,2,17,47,,True,False,0,False,2,47
118,2,15,48,,True,False,0,False,2,48
118,2,18,49,,True,False,0,False,2,49
118,2,14,50,,True,False,0,False,2,50
118,2,16,51,,True,False,0,False,2,51
118,2,17,52,,True,False,0,False,2,52
118,2,18,53,,True,False,0,False,2,53
118,2,15,54,,True,False,0,False,2,54
118,2,16,55,,True,False,0,False,2,55
118,2,17,56,,True,False,0,False,2,56
118,2,19,57,,True,False,0,False,2,57
118,2,20,58,,True,False,0,False,2,58
118,2,18,59,,True,False,0,False,2,59
118,2,21,60,,True,False,0,False,2,60
118,2,20,61,,True,False,0,False,2,61
118,2,22,62,,True,False,0,False,2,62
118,2,19,63,,True,False,0,False,2,63
118,2,20,64,,True,False,0,False,2,64
118,2,21,65,,True,False,0,False,2,65
118,2,19,66,,True,False,0,False,2,66
118,2,22,67,,True,False,0,False,2,67
118,2,23,68,,True,False,0,False,2,68
118,2,24,69,6.0,True,True,0,False,2,69
118,2,25,70,,True,False,0,False,2,70
118,2,21,71,,True,False,0,False,2,71
118,2,26,72,,True,False,0,False,2,72
118,2,22,73,,True,False,0,False,2,73
118,2,23,74,,True,False,0,False,2,74
118,2,24,75,,True,False,0,False,2,75
118,2,25,76,,True,False,0,False,2,76
118,2,26,77,,True,False,0,False,2,77
118,2,23,78,,True,False,0,False,2,78
118,2,24,79,,True,False,0,False,2,79
118,2,25,80,,True,False,0,False,2,80
118,2,26,81,,True,False,0,False,2,81
118,2,27,82,,True,False,0,False,2,82
118,2,28,83,,True,False,0,False,2,83
118,2,29,84,5.0,True,True,0,False,2,84
118,2,27,85,,True,False,0,False,2,85
118,2,28,86,,True,False,0,False,2,86
118,2,29,87,,True,False,0,False,2,87
118,2,27,88,,True,False,0,False,2,88
118,2,28,89,,True,False,0,False,2,89
118,2,29,90,,True,False,0,False,2,90
118,3,0,1,7.0,True,True,0,False,2,1
118,3,1,2,,True,False,0,False,2,2
118,3,2,3,6.0,True,True,0,False,2,3
118,3,0,4,,True,False,0,False,2,4
118,3,3,5,,True,False,0,False,2,5
118,3,2,6,,True,False,0,False,2,6
118,3,4,7,4.0,True,True,0,False,2,7
118,3,1,8,,True,False,0,False,2,8
118,3,0,9,,True,False,0,False,2,9
118,3,3,10,,True,False,0,False,2,10
118,3,1,11,,True,False,0,False,2,11
118,3,2,12,,True,False,0,False,2,12
118,3,4,13,,True,False,0,False,2,13
118,3,5,14,,True,False,0,False,2,14
118,3,3,15,,True,False,0,False,2,15
118,3,6,16,,True,False,0,False,2,16
118,3,7,17,,True,False,0,False,2,17
118,3,8,18,,True,False,0,False,2,18
118,3,4,19,,True,False,0,False,2,19
118,3,5,20,,True,False,0,False,2,20
118,3,7,21,,True,False,0,False,2,21
118,3,6,22,,True,False,0,False,2,22
118,3,8,23,,True,False,0,False,2,23
118,3,5,24,,True,False,0,False,2,24
118,3,9,25,,True,False,0,False,2,25
118,3,7,26,,True,False,0,False,2,26
118,3,8,27,,True,False,0,False,2,27
118,3,6,28,,True,False,0,False,2,28
118,3,9,29,,True,False,0,False,2,29
118,3,10,30,1.0,True,True,0,False,2,30
118,3,11,31,2.0,True,True,0,False,2,31
118,3,12,32,3.0,True,True,0,False,2,32
118,3,10,33,,True,False,0,False,2,33
118,3,9,34,,True,False,0,False,2,34
118,3,12,35,,True,False,0,False,2,35
118,3,11,36,,True,False,0,False,2,36
118,3,13,37,,True,False,0,False,2,37
118,3,10,38,,True,False,0,False,2,38
118,3,11,39,,True,False,0,False,2,39
118,3,12,40,,True,False,0,False,2,40
118,3,13,41,,True,False,0,False,2,41
118,3,14,42,,True,False,0,False,2,42
118,3,15,43,,True,False,0,False,2,43
118,3,16,44,,True,False,0,False,2,44
118,3,13,45,,True,False,0,False,2,45
118,3,14,46,,True,False,0,False,2,46
118,3,15,47,,True,False,0,False,2,47
118,3,16,48,,True,False,0,False,2,48
118,3,14,49,,True,False,0,False,2,49
118,3,17,50,8.0,True,True,0,False,2,50
118,3,16,51,,True,False,0,False,2,51
118,3,15,52,,True,False,0,False,2,52
118,3,18,53,,True,False,0,False,2,53
118,3,19,54,5.0,True,True,0,False,2,54
118,3,20,55,,True,False,0,False,2,55
118,3,17,56,,True,False,0,False,2,56
118,3,19,57,,True,False,0,False,2,57
118,3,18,58,,True,False,0,False,2,58
118,3,17,59,,True,False,0,False,2,59
118,3,20,60,,True,False,0,False,2,60
118,3,19,61,,True,False,0,False,2,61
118,3,21,62,,True,False,0,False,2,62
118,3,20,63,,True,False,0,False,2,63
118,3,18,64,,True,False,0,False,2,64
118,3,22,65,,True,False,0,False,2,65
118,3,21,66,,True,False,0,False,2,66
118,3,23,67,,True,False,0,False,2,67
118,3,24,68,,True,False,0,False,2,68
118,3,21,69,,True,False,0,False,2,69
118,3,25,70,,True,False,0,False,2,70
118,3,22,71,,True,False,0,False,2,71
118,3,23,72,,True,False,0,False,2,72
118,3,24,73,,True,False,0,False,2,73
118,3,22,74,,True,False,0,False,2,74
118,3,23,75,,True,False,0,False,2,75
118,3,25,76,,True,False,0,False,2,76
118,3,24,77,,True,False,0,False,2,77
118,3,26,78,,True,False,0,False,2,78
118,3,27,79,,True,False,0,False,2,79
118,3,25,80,,True,False,0,False,2,80
118,3,28,81,,True,False,0,False,2,81
118,3,29,82,,True,False,0,False,2,82
118,3,27,83,,True,False,0,False,2,83
118,3,26,84,,True,False,0,False,2,84
118,3,29,85,,True,False,0,False,2,85
118,3,27,86,,True,False,0,False,2,86
118,3,28,87,,True,False,0,False,2,87
118,3,29,88,,True,False,0,False,2,88
118,3,26,89,,True,False,0,False,2,89
118,3,28,90,,True,False,0,False,2,90
118,4,0,1,3.0,True,True,0,False,1,1
118,4,1,2,8.0,True,True,0,False,1,2
118,4,2,3,,True,False,0,False,1,3
118,4,3,4,,True,False,0,False,1,4
118,4,4,5,,True,False,0,False,1,5
118,4,5,6,,True,False,0,False,1,6
118,4,6,7,,True,False,0,False,1,7
118,4,0,8,,True,False,0,False,1,8
118,4,7,9,9.0,True,True,0,False,1,9
118,4,3,10,,True,False,0,False,1,10
118,4,8,11,,True,False,0,False,1,11
118,4,5,12,,True,False,0,False,1,12
118,4,9,13,,True,False,0,False,1,13
118,4,6,14,,True,False,0,False,1,14
118,4,4,15,,True,False,0,False,1,15
118,4,3,16,,True,False,0,False,1,16
118,4,7,17,,True,False,0,False,1,17
118,4,2,18,,True,False,0,False,1,18
118,4,0,19,,True,False,0,False,1,19
118,4,1,20,,True,False,0,False,1,20
118,4,9,21,,True,False,0,False,1,21
118,4,10,22,,True,False,0,False,1,22
118,4,11,23,,True,False,0,False,1,23
118,4,12,24,,True,False,0,False,1,24
118,4,6,25,,True,False,0,False,1,25
118,4,8,26,,True,False,0,False,1,26
118,4,1,27,,True,False,0,False,1,27
118,4,5,28,,True,False,0,False,1,28
118,4,4,29,,True,False,0,False,1,29
118,4,11,30,,True,False,0,False,1,30
118,4,2,31,,True,False,0,False,1,31
118,4,12,32,,True,False,0,False,1,32
118,4,10,33,,True,False,0,False,1,33
118,4,7,34,,True,False,0,False,1,34
118,4,13,35,,True,False,0,False,1,35
118,4,14,36,,True,False,0,False,1,36
118,4,15,37,,True,False,0,False,1,37
118,4,16,38,,True,False,0,False,1,38
118,4,9,39,,True,False,0,False,1,39
118,4,17,40,,True,False,0,False,1,40
118,4,13,41,,True,False,0,False,1,41
118,4,18,42,10.0,True,True,0,False,1,42
118,4,10,43,,True,False,0,False,1,43
118,4,8,44,,True,False,0,False,1,44
118,4,16,45,,True,False,0,False,1,45
118,4,11,46,,True,False,0,False,1,46
118,4,19,47,,True,False,0,False,1,47
118,4,17,48,,True,False,0,False,1,48
118,4,12,49,,True,False,0,False,1,49
118,4,18,50,,True,False,0,False,1,50
118,4,14,51,,True,False,0,False,1,51
118,4,20,52,1.0,True,True,0,False,1,52
118,4,21,53,7.0,True,True,0,False,1,53
118,4,15,54,,True,False,0,False,1,54
118,4,13,55,,True,False,0,False,1,55
118,4,22,56,4.0,True,True,0,False,1,56
118,4,23,57,6.0,True,True,0,False,1,57
118,4,20,58,,True,False,0,False,1,58
118,4,16,59,,True,False,0,False,1,59
118,4,15,60,,True,False,0,False,1,60
118,4,14,61,,True,False,0,False,1,61
118,4,17,62,,True,False,0,False,1,62
118,4,24,63,,True,False,0,False,1,63
118,4,19,64,,True,False,0,False,1,64
118,4,18,65,,True,False,0,False,1,65
118,4,25,66,5.0,True,True,0,False,1,66
118,4,26,67,,True,False,0,False,1,67
118,4,27,68,2.0,True,True,0,False,1,68
118,4,28,69,,True,False,0,False,1,69
118,4,23,70,,True,False,0,False,1,70
118,4,29,71,,True,False,0,False,1,71
118,4,19,72,,True,False,0,False,1,72
118,4,21,73,,True,False,0,False,1,73
118,4,22,74,,True,False,0,False,1,74
118,4,25,75,,True,False,0,False,1,75
118,4,24,76,,True,False,0,False,1,76
118,4,20,77,,True,False,0,False,1,77
118,4,26,78,,True,False,0,False,1,78
118,4,27,79,,True,False,0,False,1,79
118,4,28,80,,True,False,0,False,1,80
118,4,29,81,,True,False,0,False,1,81
118,4,24,82,,True,False,0,False,1,82
118,4,23,83,,True,False,0,False,1,83
118,4,26,84,,True,False,0,False,1,84
118,4,27,85,,True,False,0,False,1,85
118,4,22,86,,True,False,0,False,1,86
118,4,25,87,,True,False,0,False,1,87
118,4,28,88,,True,False,0,False,1,88
118,4,29,89,,True,False,0,False,1,89
118,4,21,90,,True,False,0,False,1,90
118,5,0,1,,True,False,0,False,2,1
118,5,1,2,1.0,True,True,0,False,2,2
118,5,2,3,,True,False,0,False,2,3
118,5,3,4,,True,False,0,False,2,4
118,5,1,5,,True,False,0,False,2,5
118,5,2,6,,True,False,0,False,2,6
118,5,0,7,,True,False,0,False,2,7
118,5,3,8,,True,False,0,False,2,8
118,5,2,9,,True,False,0,False,2,9
118,5,1,10,,True,False,0,False,2,10
118,5,0,11,,True,False,0,False,2,11
118,5,4,12,,True,False,0,False,2,12
118,5,3,13,,True,False,0,False,2,13
118,5,5,14,,True,False,0,False,2,14
118,5,6,15,,True,False,0,False,2,15
118,5,7,16,,True,False,0,False,2,16
118,5,8,17,,True,False,0,False,2,17
118,5,4,18,,True,False,0,False,2,18
118,5,6,19,,True,False,0,False,2,19
118,5,5,20,,True,False,0,False,2,20
118,5,4,21,,True,False,0,False,2,21
118,5,7,22,,True,False,0,False,2,22
118,5,8,23,,True,False,0,False,2,23
118,5,9,24,,True,False,0,False,2,24
118,5,6,25,,True,False,0,False,2,25
118,5,5,26,,True,False,0,False,2,26
118,5,7,27,,True,False,0,False,2,27
118,5,8,28,,True,False,0,False,2,28
118,5,9,29,,True,False,0,False,2,29
118,5,10,30,,True,False,0,False,2,30
118,5,11,31,,True,False,0,False,2,31
118,5,12,32,,True,False,0,False,2,32
118,5,10,33,,True,False,0,False,2,33
118,5,9,34,,True,False,0,False,2,34
118,5,11,35,,True,False,0,False,2,35
118,5,12,36,,True,False,0,False,2,36
118,5,10,37,,True,False,0,False,2,37
118,5,13,38,,True,False,0,False,2,38
118,5,14,39,,True,False,0,False,2,39
118,5,15,40,,True,False,0,False,2,40
118,5,11,41,,True,False,0,False,2,41
118,5,12,42,,True,False,0,False,2,42
118,5,13,43,,True,False,0,False,2,43
118,5,14,44,,True,False,0,False,2,44
118,5,15,45,,True,False,0,False,2,45
118,5,16,46,,True,False,0,False,2,46
118,5,14,47,,True,False,0,False,2,47
118,5,13,48,,True,False,0,False,2,48
118,5,17,49,,True,False,0,False,2,49
118,5,18,50,,True,False,0,False,2,50
118,5,15,51,,True,False,0,False,2,51
118,5,16,52,,True,False,0,False,2,52
118,5,18,53,,True,False,0,False,2,53
118,5,19,54,,True,False,0,False,2,54
118,5,17,55,,True,False,0,False,2,55
118,5,20,56,5.0,True,True,0,False,2,56
118,5,18,57,,True,False,0,False,2,57
118,5,16,58,,True,False,0,False,2,58
118,5,17,59,,True,False,0,False,2,59
118,5,19,60,,True,False,0,False,2,60
118,5,20,61,,True,False,0,False,2,61
118,5,21,62,,True,False,0,False,2,62
118,5,22,63,,True,False,0,False,2,63
118,5,23,64,,True,False,0,False,2,64
118,5,19,65,,True,False,0,False,2,65
118,5,20,66,,True,False,0,False,2,66
118,5,21,67,,True,False,0,False,2,67
118,5,22,68,,True,False,0,False,2,68
118,5,23,69,,True,False,0,False,2,69
118,5,24,70,,True,False,0,False,2,70
118,5,25,71,,True,False,0,False,2,71
118,5,21,72,,True,False,0,False,2,72
118,5,24,73,,True,False,0,False,2,73
118,5,22,74,,True,False,0,False,2,74
118,5,23,75,,True,False,0,False,2,75
118,5,24,76,,True,False,0,False,2,76
118,5,25,77,,True,False,0,False,2,77
118,5,26,78,4.0,True,True,0,False,2,78
118,5,27,79,2.0,True,True,0,False,2,79
118,5,28,80,,True,False,0,False,2,80
118,5,29,81,3.0,True,True,0,False,2,81
118,5,26,82,,True,False,0,False,2,82
118,5,25,83,,True,False,0,False,2,83
118,5,27,84,,True,False,0,False,2,84
118,5,26,85,,True,False,0,False,2,85
118,5,28,86,,True,False,0,False,2,86
118,5,29,87,,True,False,0,False,2,87
118,5,27,88,,True,False,0,False,2,88
118,5,28,89,,True,False,0,False,2,89
118,5,29,90,,True,False,0,False,2,90
118,6,0,1,,True,False,0,False,2,1
118,6,1,2,10.0,True,True,0,False,2,2
118,6,2,3,,True,False,0,False,2,3
118,6,3,4,,True,False,0,False,2,4
118,6,1,5,,True,False,0,False,2,5
118,6,0,6,,True,False,0,False,2,6
118,6,2,7,,True,False,0,False,2,7
118,6,1,8,,True,False,0,False,2,8
118,6,0,9,,True,False,0,False,2,9
118,6,3,10,,True,False,0,False,2,10
118,6,2,11,,True,False,0,False,2,11
118,6,4,12,4.0,True,True,0,False,2,12
118,6,5,13,,True,False,0,False,2,13
118,6,3,14,,True,False,0,False,2,14
118,6,6,15,,True,False,0,False,2,15
118,6,5,16,,True,False,0,False,2,16
118,6,4,17,,True,False,0,False,2,17
118,6,6,18,,True,False,0,False,2,18
118,6,5,19,,True,False,0,False,2,19
118,6,4,20,,True,False,0,False,2,20
118,6,7,21,5.0,True,True,0,False,2,21
118,6,6,22,,True,False,0,False,2,22
118,6,8,23,,True,False,0,False,2,23
118,6,9,24,,True,False,0,False,2,24
118,6,10,25,,True,False,0,False,2,25
118,6,7,26,,True,False,0,False,2,26
118,6,9,27,,True,False,0,False,2,27
118,6,10,28,,True,False,0,False,2,28
118,6,8,29,,True,False,0,False,2,29
118,6,9,30,,True,False,0,False,2,30
118,6,7,31,,True,False,0,False,2,31
118,6,8,32,,True,False,0,False,2,32
118,6,10,33,,True,False,0,False,2,33
118,6,11,34,3.0,True,True,0,False,2,34
118,6,12,35,,True,False,0,False,2,35
118,6,13,36,1.0,True,True,0,False,2,36
118,6,14,37,2.0,True,True,0,False,2,37
118,6,12,38,,True,False,0,False,2,38
118,6,13,39,,True,False,0,False,2,39
118,6,11,40,,True,False,0,False,2,40
118,6,14,41,,True,False,0,False,2,41
118,6,12,42,,True,False,0,False,2,42
118,6,11,43,,True,False,0,False,2,43
118,6,13,44,,True,False,0,False,2,44
118,6,14,45,,True,False,0,False,2,45
118,6,15,46,,True,False,0,False,2,46
118,6,16,47,,True,False,0,False,2,47
118,6,17,48,7.0,True,True,0,False,2,48
118,6,15,49,,True,False,0,False,2,49
118,6,18,50,,True,False,0,False,2,50
118,6,17,51,,True,False,0,False,2,51
118,6,16,52,,True,False,0,False,2,52
118,6,15,53,,True,False,0,False,2,53
118,6,17,54,,True,False,0,False,2,54
118,6,18,55,,True,False,0,False,2,55
118,6,16,56,,True,False,0,False,2,56
118,6,19,57,,True,False,0,False,2,57
118,6,20,58,,True,False,0,False,2,58
118,6,18,59,,True,False,0,False,2,59
118,6,21,60,,True,False,0,False,2,60
118,6,20,61,,True,False,0,False,2,61
118,6,19,62,,True,False,0,False,2,62
118,6,21,63,,True,False,0,False,2,63
118,6,20,64,,True,False,0,False,2,64
118,6,19,65,,True,False,0,False,2,65
118,6,22,66,,True,False,0,False,2,66
118,6,23,67,,True,False,0,False,2,67
118,6,21,68,,True,False,0,False,2,68
118,6,24,69,,True,False,0,False,2,69
118,6,23,70,,True,False,0,False,2,70
118,6,25,71,6.0,True,True,0,False,2,71
118,6,22,72,,True,False,0,False,2,72
118,6,24,73,,True,False,0,False,2,73
118,6,23,74,,True,False,0,False,2,74
118,6,25,75,,True,False,0,False,2,75
118,6,24,76,,True,False,0,False,2,76
118,6,22,77,,True,False,0,False,2,77
118,6,26,78,,True,False,0,False,2,78
118,6,25,79,,True,False,0,False,2,79
118,6,27,80,9.0,True,True,0,False,2,80
118,6,28,81,,True,False,0,False,2,81
118,6,29,82,8.0,True,True,0,False,2,82
118,6,26,83,,True,False,0,False,2,83
118,6,28,84,,True,False,0,False,2,84
118,6,27,85,,True,False,0,False,2,85
118,6,29,86,,True,False,0,False,2,86
118,6,26,87,,True,False,0,False,2,87
118,6,27,88,,True,False,0,False,2,88
118,6,28,89,,True,False,0,False,2,89
118,6,29,90,,True,False,0,False,2,90
118,7,0,1,9.0,True,True,0,False,1,1
118,7,1,2,11.0,True,True,0,False,1,2
118,7,2,3,12.0,True,True,0,False,1,3
118,7,3,4,10.0,True,True,0,False,1,4
118,7,4,5,,True,False,0,False,1,5
118,7,5,6,,True,False,0,False,1,6
118,7,6,7,,True,False,0,False,1,7
118,7,7,8,2.0,True,True,0,False,1,8
118,7,1,9,,True,False,0,False,1,9
118,7,2,10,,True,False,0,False,1,10
118,7,4,11,,True,False,0,False,1,11
118,7,3,12,,True,False,0,False,1,12
118,7,8,13,1.0,True,True,0,False,1,13
118,7,7,14,,True,False,0,False,1,14
118,7,9,15,6.0,True,True,0,False,1,15
118,7,0,16,,True,False,0,False,1,16
118,7,10,17,,True,False,0,False,1,17
118,7,11,18,,True,False,0,False,1,18
118,7,8,19,,True,False,0,False,1,19
118,7,4,20,,True,False,0,False,1,20
118,7,5,21,,True,False,0,False,1,21
118,7,12,22,,True,False,0,False,1,22
118,7,2,23,,True,False,0,False,1,23
118,7,6,24,,True,False,0,False,1,24
118,7,0,25,,True,False,0,False,1,25
118,7,3,26,,True,False,0,False,1,26
118,7,1,27,,True,False,0,False,1,27
118,7,11,28,,True,False,0,False,1,28
118,7,7,29,,True,False,0,False,1,29
118,7,8,30,,True,False,0,False,1,30
118,7,10,31,,True,False,0,False,1,31
118,7,12,32,,True,False,0,False,1,32
118,7,13,33,,True,False,0,False,1,33
118,7,9,34,,True,False,0,False,1,34
118,7,14,35,,True,False,0,False,1,35
118,7,15,36,,True,False,0,False,1,36
118,7,16,37,,True,False,0,False,1,37
118,7,11,38,,True,False,0,False,1,38
118,7,17,39,,True,False,0,False,1,39
118,7,6,40,,True,False,0,False,1,40
118,7,5,41,,True,False,0,False,1,41
118,7,14,42,,True,False,0,False,1,42
118,7,13,43,,True,False,0,False,1,43
118,7,12,44,,True,False,0,False,1,44
118,7,15,45,,True,False,0,False,1,45
118,7,9,46,,True,False,0,False,1,46
118,7,10,47,,True,False,0,False,1,47
118,7,17,48,,True,False,0,False,1,48
118,7,16,49,,True,False,0,False,1,49
118,7,18,50,,True,False,0,False,1,50
118,7,13,51,,True,False,0,False,1,51
118,7,19,52,3.0,True,True,0,False,1,52
118,7,20,53,,True,False,0,False,1,53
118,7,21,54,5.0,True,True,0,False,1,54
118,7,22,55,4.0,True,True,0,False,1,55
118,7,23,56,13.0,True,True,0,False,1,56
118,7,24,57,,True,False,0,False,1,57
118,7,16,58,,True,False,0,False,1,58
118,7,17,59,,True,False,0,False,1,59
118,7,14,60,,True,False,0,False,1,60
118,7,15,61,,True,False,0,False,1,61
118,7,20,62,,True,False,0,False,1,62
118,7,21,63,,True,False,0,False,1,63
118,7,18,64,,True,False,0,False,1,64
118,7,22,65,,True,False,0,False,1,65
118,7,25,66,,True,False,0,False,1,66
118,7,19,67,,True,False,0,False,1,67
118,7,26,68,,True,False,0,False,1,68
118,7,21,69,,True,False,0,False,1,69
118,7,23,70,,True,False,0,False,1,70
118,7,27,71,7.0,True,True,0,False,1,71
118,7,28,72,8.0,True,True,0,False,1,72
118,7,20,73,,True,False,0,False,1,73
118,7,24,74,,True,False,0,False,1,74
118,7,29,75,,True,False,0,False,1,75
118,7,25,76,,True,False,0,False,1,76
118,7,18,77,,True,False,0,False,1,77
118,7,27,78,,True,False,0,False,1,78
118,7,28,79,,True,False,0,False,1,79
118,7,24,80,,True,False,0,False,1,80
118,7,29,81,,True,False,0,False,1,81
118,7,25,82,,True,False,0,False,1,82
118,7,26,83,,True,False,0,False,1,83
118,7,19,84,,True,False,0,False,1,84
118,7,22,85,,True,False,0,False,1,85
118,7,27,86,,True,False,0,False,1,86
118,7,29,87,,True,False,0,False,1,87
118,7,23,88,,True,False,0,False,1,88
118,7,26,89,,True,False,0,False,1,89
118,7,28,90,,True,False,0,False,1,90
118,8,0,1,1.0,True,True,0,False,1,1
118,8,1,2,,True,False,0,False,1,2
118,8,2,3,6.0,True,True,0,False,1,3
118,8,3,4,2.0,True,True,0,False,1,4
118,8,4,5,7.0,True,True,0,False,1,5
118,8,5,6,,True,False,0,False,1,6
118,8,6,7,,True,False,0,False,1,7
118,8,0,8,,True,False,0,False,1,8
118,8,7,9,,True,False,0,False,1,9
118,8,1,10,,True,False,0,False,1,10
118,8,3,11,,True,False,0,False,1,11
118,8,2,12,,True,False,0,False,1,12
118,8,4,13,,True,False,0,False,1,13
118,8,5,14,,True,False,0,False,1,14
118,8,6,15,,True,False,0,False,1,15
118,8,7,16,,True,False,0,False,1,16
118,8,8,17,,True,False,0,False,1,17
118,8,9,18,,True,False,0,False,1,18
118,8,4,19,,True,False,0,False,1,19
118,8,10,20,,True,False,0,False,1,20
118,8,11,21,,True,False,0,False,1,21
118,8,7,22,,True,False,0,False,1,22
118,8,12,23,,True,False,0,False,1,23
