subject,list,item,input,output,study,recall,repeat,intrusion,list length
1,8,9,10,6.0,True,True,0,False,20
1,8,10,11,4.0,True,True,0,False,20
1,8,11,12,,True,False,0,False,20
1,8,12,13,,True,False,0,False,20
1,8,13,14,,True,False,0,False,20
1,8,14,15,5.0,True,True,0,False,20
1,8,15,16,,True,False,0,False,20
1,8,16,17,3.0,True,True,0,False,20
1,8,17,18,,True,False,0,False,20
1,8,18,19,2.0,True,True,0,False,20
1,8,19,20,1.0,True,True,0,False,20
1,9,0,1,5.0,True,True,0,False,20
1,9,1,2,,True,False,0,False,20
1,9,2,3,,True,False,0,False,20
1,9,3,4,,True,False,0,False,20
1,9,4,5,3.0,True,True,0,False,20
1,9,5,6,,True,False,0,False,20
1,9,6,7,,True,False,0,False,20
1,9,7,8,,True,False,0,False,20
1,9,8,9,,True,False,0,False,20
1,9,9,10,,True,False,0,False,20
1,9,10,11,,True,False,0,False,20
1,9,11,12,,True,False,0,False,20
1,9,12,13,,True,False,0,False,20
1,9,13,14,,True,False,0,False,20
1,9,14,15,,True,False,0,False,20
1,9,15,16,,True,False,0,False,20
1,9,16,17,4.0,True,True,0,False,20
1,9,17,18,,True,False,0,False,20
1,9,18,19,1.0,True,True,0,False,20
1,9,19,20,2.0,True,True,0,False,20
1,10,0,1,,True,False,0,False,20
1,10,1,2,,True,False,0,False,20
1,10,2,3,,True,False,0,False,20
1,10,3,4,,True,False,0,False,20
1,10,4,5,,True,False,0,False,20
1,10,5,6,,True,False,0,False,20
1,10,6,7,,True,False,0,False,20
1,10,7,8,,True,False,0,False,20
1,10,8,9,,True,False,0,False,20
1,10,9,10,,True,False,0,False,20
1,10,10,11,,True,False,0,False,20
1,10,11,12,3.0,True,True,0,False,20
1,10,12,13,,True,False,0,False,20
1,10,13,14,,True,False,0,False,20
1,10,14,15,,True,False,0,False,20
1,10,15,16,,True,False,0,False,20
1,10,16,17,,True,False,0,False,20
1,10,17,18,2.0,True,True,0,False,20
1,10,18,19,4.0,True,True,0,False,20
1,10,19,20,1.0,True,True,0,False,20
1,11,0,1,4.0,True,True,0,False,20
1,11,1,2,5.0,True,True,0,False,20
1,11,2,3,,True,False,0,False,20
1,11,3,4,,True,False,0,False,20
1,11,4,5,,True,False,0,False,20
1,11,5,6,,True,False,0,False,20
1,11,6,7,,True,False,0,False,20
1,11,7,8,,True,False,0,False,20
1,11,8,9,6.0,True,True,0,False,20
1,11,9,10,7.0,True,True,0,False,20
1,11,10,11,,True,False,0,False,20
1,11,11,12,,True,False,0,False,20
1,11,12,13,,True,False,0,False,20
1,11,13,14,,True,False,0,False,20
1,11,14,15,,True,False,0,False,20
1,11,15,16,,True,False,0,False,20
1,11,16,17,,True,False,0,False,20
1,11,17,18,3.0,True,True,0,False,20
1,11,18,19,2.0,True,True,0,False,20
1,11,19,20,1.0,True,True,0,False,20
1,12,0,1,10.0,True,True,0,False,20
1,12,1,2,9.0,True,True,0,False,20
1,12,2,3,,True,False,0,False,20
1,12,3,4,,True,False,0,False,20
1,12,4,5,6.0,True,True,0,False,20
1,12,5,6,5.0,True,True,0,False,20
1,12,6,7,,True,False,0,False,20
1,12,7,8,,True,False,0,False,20
1,12,8,9,,True,False,0,False,20
1,12,9,10,,True,False,0,False,20
1,12,10,11,,True,False,0,False,20
1,12,11,12,,True,False,0,False,20
1,12,12,13,8.0,True,True,0,False,20
1,12,13,14,7.0,True,True,0,False,20
1,12,14,15,3.0,True,True,0,False,20
1,12,15,16,4.0,True,True,0,False,20
1,12,16,17,,True,False,0,False,20
1,12,17,18,2.0,True,True,0,False,20
1,12,18,19,11.0,True,True,0,False,20
1,12,19,20,1.0,True,True,0,False,20
1,13,0,1,6.0,True,True,0,False,20
1,13,1,2,7.0,True,True,0,False,20
1,13,2,3,,True,False,0,False,20
1,13,3,4,,True,False,0,False,20
1,13,4,5,5.0,True,True,0,False,20
1,13,5,6,3.0,True,True,0,False,20
1,13,6,7,,True,False,0,False,20
1,13,7,8,,True,False,0,False,20
1,13,8,9,,True,False,0,False,20
1,13,9,10,,True,False,0,False,20
1,13,10,11,,True,False,0,False,20
1,13,11,12,,True,False,0,False,20
1,13,12,13,,True,False,0,False,20
1,13,13,14,,True,False,0,False,20
1,13,14,15,,True,False,0,False,20
1,13,15,16,,True,False,0,False,20
1,13,16,17,4.0,True,True,0,False,20
1,13,17,18,,True,False,0,False,20
1,13,18,19,2.0,True,True,0,False,20
1,13,19,20,1.0,True,True,0,False,20
1,14,0,1,,True,False,0,False,20
1,14,1,2,,True,False,0,False,20
1,14,2,3,,True,False,0,False,20
1,14,3,4,,True,False,0,False,20
1,14,4,5,,True,False,0,False,20
1,14,5,6,,True,False,0,False,20
1,14,6,7,,True,False,0,False,20
1,14,7,8,,True,False,0,False,20
1,14,8,9,,True,False,0,False,20
1,14,9,10,,True,False,0,False,20
1,14,10,11,,True,False,0,False,20
1,14,11,12,,True,False,0,False,20
1,14,12,13,4.0,True,True,0,False,20
1,14,13,14,3.0,True,True,0,False,20
1,14,14,15,7.0,True,True,0,False,20
1,14,15,16,5.0,True,True,0,False,20
1,14,16,17,,True,False,0,False,20
1,14,17,18,2.0,True,True,0,False,20
1,14,18,19,6.0,True,True,0,False,20
1,14,19,20,1.0,True,True,0,False,20
1,15,0,1,5.0,True,True,0,False,20
1,15,1,2,,True,False,0,False,20
1,15,2,3,,True,False,0,False,20
1,15,3,4,,True,False,0,False,20
1,15,4,5,,True,False,0,False,20
1,15,5,6,,True,False,0,False,20
1,15,6,7,,True,False,0,False,20
1,15,7,8,,True,False,0,False,20
1,15,8,9,,True,False,0,False,20
1,15,9,10,,True,False,0,False,20
1,15,10,11,,True,False,0,False,20
1,15,11,12,,True,False,0,False,20
1,15,12,13,,True,False,0,False,20
1,15,13,14,,True,False,0,False,20
1,15,14,15,,True,False,0,False,20
1,15,15,16,6.0,True,True,0,False,20
1,15,16,17,4.0,True,True,0,False,20
1,15,17,18,2.0,True,True,0,False,20
1,15,18,19,3.0,True,True,0,False,20
1,15,19,20,1.0,True,True,0,False,20
1,16,0,1,7.0,True,True,0,False,20
1,16,1,2,9.0,True,True,0,False,20
1,16,2,3,8.0,True,True,0,False,20
1,16,3,4,,True,False,0,False,20
1,16,4,5,10.0,True,True,0,False,20
1,16,5,6,,True,False,0,False,20
1,16,6,7,,True,False,0,False,20
1,16,7,8,,True,False,0,False,20
1,16,8,9,,True,False,0,False,20
1,16,9,10,,True,False,0,False,20
1,16,10,11,,True,False,0,False,20
1,16,11,12,,True,False,0,False,20
1,16,12,13,4.0,True,True,0,False,20
1,16,13,14,,True,False,0,False,20
1,16,14,15,,True,False,0,False,20
1,16,15,16,5.0,True,True,0,False,20
1,16,16,17,6.0,True,True,0,False,20
1,16,17,18,1.0,True,True,0,False,20
1,16,18,19,2.0,True,True,0,False,20
1,16,19,20,3.0,True,True,0,False,20
1,17,0,1,6.0,True,True,0,False,20
1,17,1,2,,True,False,0,False,20
1,17,2,3,7.0,True,True,0,False,20
1,17,3,4,,True,False,0,False,20
1,17,4,5,,True,False,0,False,20
1,17,5,6,,True,False,0,False,20
1,17,6,7,,True,False,0,False,20
1,17,7,8,8.0,True,True,0,False,20
1,17,8,9,9.0,True,True,0,False,20
1,17,9,10,,True,False,0,False,20
1,17,10,11,,True,False,0,False,20
1,17,11,12,,True,False,0,False,20
1,17,12,13,,True,False,0,False,20
1,17,13,14,,True,False,0,False,20
1,17,14,15,,True,False,0,False,20
1,17,15,16,4.0,True,True,0,False,20
1,17,16,17,3.0,True,True,0,False,20
1,17,17,18,1.0,True,True,0,False,20
1,17,18,19,2.0,True,True,0,False,20
1,17,19,20,5.0,True,True,0,False,20
1,18,0,1,,True,False,0,False,20
1,18,1,2,,True,False,0,False,20
1,18,2,3,,True,False,0,False,20
1,18,3,4,,True,False,0,False,20
1,18,4,5,,True,False,0,False,20
1,18,5,6,,True,False,0,False,20
1,18,6,7,6.0,True,True,0,False,20
1,18,7,8,7.0,True,True,0,False,20
1,18,8,9,8.0,True,True,0,False,20
1,18,9,10,,True,False,0,False,20
1,18,10,11,5.0,True,True,0,False,20
1,18,11,12,,True,False,0,False,20
1,18,12,13,,True,False,0,False,20
1,18,13,14,,True,False,0,False,20
1,18,14,15,,True,False,0,False,20
1,18,15,16,4.0,True,True,0,False,20
1,18,16,17,,True,False,0,False,20
1,18,17,18,3.0,True,True,0,False,20
1,18,18,19,1.0,True,True,0,False,20
1,18,19,20,2.0,True,True,0,False,20
1,19,0,1,8.0,True,True,0,False,20
1,19,1,2,,True,False,0,False,20
1,19,2,3,,True,False,0,False,20
1,19,3,4,,True,False,0,False,20
1,19,4,5,,True,False,0,False,20
1,19,5,6,,True,False,0,False,20
1,19,6,7,,True,False,0,False,20
1,19,7,8,,True,False,0,False,20
1,19,8,9,,True,False,0,False,20
1,19,9,10,,True,False,0,False,20
1,19,10,11,,True,False,0,False,20
1,19,11,12,7.0,True,True,0,False,20
1,19,12,13,,True,False,0,False,20
1,19,13,14,,True,False,0,False,20
1,19,14,15,4.0,True,True,0,False,20
1,19,15,16,3.0,True,True,0,False,20
1,19,16,17,2.0,True,True,0,False,20
1,19,17,18,1.0,True,True,0,False,20
1,19,18,19,5.0,True,True,0,False,20
1,19,19,20,6.0,True,True,0,False,20
1,20,0,1,,True,False,0,False,20
1,20,1,2,,True,False,0,False,20
1,20,2,3,,True,False,0,False,20
1,20,3,4,,True,False,0,False,20
1,20,4,5,,True,False,0,False,20
1,20,5,6,,True,False,0,False,20
1,20,6,7,,True,False,0,False,20
1,20,7,8,,True,False,0,False,20
1,20,8,9,6.0,True,True,0,False,20
1,20,9,10,5.0,True,True,0,False,20
1,20,10,11,,True,False,0,False,20
1,20,11,12,,True,False,0,False,20
1,20,12,13,,True,False,0,False,20
1,20,13,14,,True,False,0,False,20
1,20,14,15,,True,False,0,False,20
1,20,15,16,,True,False,0,False,20
1,20,16,17,4.0,True,True,0,False,20
1,20,17,18,3.0,True,True,0,False,20
1,20,18,19,2.0,True,True,0,False,20
1,20,19,20,1.0,True,True,0,False,20
1,21,0,1,5.0,True,True,0,False,20
1,21,1,2,4.0,True,True,0,False,20
1,21,2,3,,True,False,0,False,20
1,21,3,4,,True,False,0,False,20
1,21,4,5,,True,False,0,False,20
1,21,5,6,,True,False,0,False,20
1,21,6,7,,True,False,0,False,20
1,21,7,8,,True,False,0,False,20
1,21,8,9,6.0,True,True,0,False,20
1,21,9,10,,True,False,0,False,20
1,21,10,11,,True,False,0,False,20
1,21,11,12,7.0,True,True,0,False,20
1,21,12,13,8.0,True,True,0,False,20
1,21,13,14,,True,False,0,False,20
1,21,14,15,,True,False,0,False,20
1,21,15,16,,True,False,0,False,20
1,21,16,17,,True,False,0,False,20
1,21,17,18,2.0,True,True,0,False,20
1,21,18,19,3.0,True,True,0,False,20
1,21,19,20,1.0,True,True,0,False,20
1,22,0,1,7.0,True,True,0,False,20
1,22,1,2,6.0,True,True,0,False,20
1,22,2,3,9.0,True,True,0,False,20
1,22,3,4,5.0,True,True,0,False,20
1,22,4,5,,True,False,0,False,20
1,22,5,6,,True,False,0,False,20
1,22,6,7,,True,False,0,False,20
1,22,7,8,8.0,True,True,0,False,20
1,22,8,9,,True,False,0,False,20
1,22,9,10,,True,False,0,False,20
1,22,10,11,,True,False,0,False,20
1,22,11,12,,True,False,0,False,20
1,22,12,13,,True,False,0,False,20
1,22,13,14,,True,False,0,False,20
1,22,14,15,,True,False,0,False,20
1,22,15,16,2.0,True,True,0,False,20
1,22,16,17,,True,False,0,False,20
1,22,17,18,4.0,True,True,0,False,20
1,22,18,19,3.0,True,True,0,False,20
1,22,19,20,1.0,True,True,0,False,20
1,23,0,1,5.0,True,True,0,False,20
1,23,1,2,,True,False,0,False,20
1,23,2,3,7.0,True,True,0,False,20
1,23,3,4,8.0,True,True,0,False,20
1,23,4,5,,True,False,0,False,20
1,23,5,6,,True,False,0,False,20
1,23,6,7,,True,False,0,False,20
1,23,7,8,,True,False,0,False,20
1,23,8,9,6.0,True,True,0,False,20
1,23,9,10,,True,False,0,False,20
1,23,10,11,,True,False,0,False,20
1,23,11,12,,True,False,0,False,20
1,23,12,13,,True,False,0,False,20
1,23,13,14,,True,False,0,False,20
1,23,14,15,,True,False,0,False,20
1,23,15,16,,True,False,0,False,20
1,23,16,17,1.0,True,True,0,False,20
1,23,17,18,2.0,True,True,0,False,20
1,23,18,19,3.0,True,True,0,False,20
1,23,19,20,4.0,True,True,0,False,20
1,24,0,1,6.0,True,True,0,False,20
1,24,1,2,,True,False,0,False,20
1,24,2,3,,True,False,0,False,20
1,24,3,4,,True,False,0,False,20
1,24,4,5,,True,False,0,False,20
1,24,5,6,7.0,True,True,0,False,20
1,24,6,7,,True,False,0,False,20
1,24,7,8,,True,False,0,False,20
1,24,8,9,,True,False,0,False,20
1,24,9,10,,True,False,0,False,20
1,24,10,11,,True,False,0,False,20
1,24,11,12,,True,False,0,False,20
1,24,12,13,,True,False,0,False,20
1,24,13,14,,True,False,0,False,20
1,24,14,15,,True,False,0,False,20
1,24,15,16,3.0,True,True,0,False,20
1,24,16,17,2.0,True,True,0,False,20
1,24,17,18,4.0,True,True,0,False,20
1,24,18,19,5.0,True,True,0,False,20
1,24,19,20,1.0,True,True,0,False,20
1,25,0,1,,True,False,0,False,20
1,25,1,2,,True,False,0,False,20
1,25,2,3,,True,False,0,False,20
1,25,3,4,8.0,True,True,0,False,20
1,25,4,5,,True,False,0,False,20
1,25,5,6,9.0,True,True,0,False,20
1,25,6,7,,True,False,0,False,20
1,25,7,8,,True,False,0,False,20
1,25,8,9,,True,False,0,False,20
1,25,9,10,7.0,True,True,0,False,20
1,25,10,11,5.0,True,True,0,False,20
1,25,11,12,6.0,True,True,0,False,20
1,25,12,13,,True,False,0,False,20
1,25,13,14,,True,False,0,False,20
1,25,14,15,,True,False,0,False,20
1,25,15,16,,True,False,0,False,20
1,25,16,17,2.0,True,True,0,False,20
1,25,17,18,4.0,True,True,0,False,20
1,25,18,19,3.0,True,True,0,False,20
1,25,19,20,1.0,True,True,0,False,20
1,26,0,1,7.0,True,True,0,False,20
1,26,1,2,9.0,True,True,0,False,20
1,26,2,3,,True,False,0,False,20
1,26,3,4,,True,False,0,False,20
1,26,4,5,,True,False,0,False,20
1,26,5,6,,True,False,0,False,20
1,26,6,7,,True,False,0,False,20
1,26,7,8,,True,False,0,False,20
1,26,8,9,11.0,True,True,0,False,20
1,26,9,10,12.0,True,True,0,False,20
1,26,10,11,8.0,True,True,0,False,20
1,26,11,12,,True,False,0,False,20
1,26,12,13,10.0,True,True,0,False,20
1,26,13,14,,True,False,0,False,20
1,26,14,15,3.0,True,True,0,False,20
1,26,15,16,4.0,True,True,0,False,20
1,26,16,17,5.0,True,True,0,False,20
1,26,17,18,6.0,True,True,0,False,20
1,26,18,19,2.0,True,True,0,False,20
1,26,19,20,1.0,True,True,0,False,20
1,27,0,1,5.0,True,True,0,False,20
1,27,1,2,,True,False,0,False,20
1,27,2,3,,True,False,0,False,20
1,27,3,4,,True,False,0,False,20
1,27,4,5,,True,False,0,False,20
1,27,5,6,,True,False,0,False,20
1,27,6,7,7.0,True,True,0,False,20
1,27,7,8,,True,False,0,False,20
1,27,8,9,,True,False,0,False,20
1,27,9,10,,True,False,0,False,20
1,27,10,11,,True,False,0,False,20
1,27,11,12,,True,False,0,False,20
1,27,12,13,,True,False,0,False,20
1,27,13,14,,True,False,0,False,20
1,27,14,15,,True,False,0,False,20
1,27,15,16,6.0,True,True,0,False,20
1,27,16,17,1.0,True,True,0,False,20
1,27,17,18,2.0,True,True,0,False,20
1,27,18,19,3.0,True,True,0,False,20
1,27,19,20,4.0,True,True,0,False,20
1,28,0,1,,True,False,0,False,20
1,28,1,2,9.0,True,True,0,False,20
1,28,2,3,,True,False,0,False,20
1,28,3,4,,True,False,0,False,20
1,28,4,5,,True,False,0,False,20
1,28,5,6,,True,False,0,False,20
1,28,6,7,,True,False,0,False,20
1,28,7,8,,True,False,0,False,20
1,28,8,9,,True,False,0,False,20
1,28,9,10,8.0,True,True,0,False,20
1,28,10,11,,True,False,0,False,20
1,28,11,12,,True,False,0,False,20
1,28,12,13,,True,False,0,False,20
1,28,13,14,7.0,True,True,0,False,20
1,28,14,15,3.0,True,True,0,False,20
1,28,15,16,2.0,True,True,0,False,20
1,28,16,17,6.0,True,True,0,False,20
1,28,17,18,5.0,True,True,0,False,20
1,28,18,19,4.0,True,True,0,False,20
1,28,19,20,1.0,True,True,0,False,20
1,29,0,1,,True,False,0,False,20
1,29,1,2,,True,False,0,False,20
1,29,2,3,,True,False,0,False,20
1,29,3,4,,True,False,0,False,20
1,29,4,5,7.0,True,True,0,False,20
1,29,5,6,,True,False,0,False,20
1,29,6,7,,True,False,0,False,20
1,29,7,8,,True,False,0,False,20
1,29,8,9,,True,False,0,False,20
1,29,9,10,,True,False,0,False,20
1,29,10,11,,True,False,0,False,20
1,29,11,12,,True,False,0,False,20
1,29,12,13,5.0,True,True,0,False,20
1,29,13,14,6.0,True,True,0,False,20
1,29,14,15,,True,False,0,False,20
1,29,15,16,2.0,True,True,0,False,20
1,29,16,17,3.0,True,True,0,False,20
1,29,17,18,4.0,True,True,0,False,20
1,29,18,19,,True,False,0,False,20
1,29,19,20,1.0,True,True,0,False,20
1,30,0,1,,True,False,0,False,20
1,30,1,2,,True,False,0,False,20
1,30,2,3,,True,False,0,False,20
1,30,3,4,,True,False,0,False,20
1,30,4,5,,True,False,0,False,20
1,30,5,6,,True,False,0,False,20
1,30,6,7,,True,False,0,False,20
1,30,7,8,,True,False,0,False,20
1,30,8,9,,True,False,0,False,20
1,30,9,10,,True,False,0,False,20
1,30,10,11,,True,False,0,False,20
1,30,11,12,,True,False,0,False,20
1,30,12,13,,True,False,0,False,20
1,30,13,14,,True,False,0,False,20
1,30,14,15,4.0,True,True,0,False,20
1,30,15,16,5.0,True,True,0,False,20
1,30,16,17,,True,False,0,False,20
1,30,17,18,2.0,True,True,0,False,20
1,30,18,19,3.0,True,True,0,False,20
1,30,19,20,1.0,True,True,0,False,20
1,31,0,1,,True,False,0,False,20
1,31,1,2,,True,False,0,False,20
1,31,2,3,,True,False,0,False,20
1,31,3,4,,True,False,0,False,20
1,31,4,5,,True,False,0,False,20
1,31,5,6,,True,False,0,False,20
1,31,6,7,,True,False,0,False,20
1,31,7,8,,True,False,0,False,20
1,31,8,9,,True,False,0,False,20
1,31,9,10,,True,False,0,False,20
1,31,10,11,5.0,True,True,0,False,20
1,31,11,12,,True,False,0,False,20
1,31,12,13,,True,False,0,False,20
1,31,13,14,,True,False,0,False,20
1,31,14,15,,True,False,0,False,20
1,31,15,16,,True,False,0,False,20
1,31,16,17,1.0,True,True,0,False,20
1,31,17,18,2.0,True,True,0,False,20
1,31,18,19,3.0,True,True,0,False,20
1,31,19,20,4.0,True,True,0,False,20
1,32,0,1,7.0,True,True,0,False,20
1,32,1,2,8.0,True,True,0,False,20
1,32,2,3,,True,False,0,False,20
1,32,3,4,,True,False,0,False,20
1,32,4,5,,True,False,0,False,20
1,32,5,6,9.0,True,True,0,False,20
1,32,6,7,10.0,True,True,0,False,20
1,32,7,8,5.0,True,True,0,False,20
1,32,8,9,,True,False,0,False,20
1,32,9,10,,True,False,0,False,20
1,32,10,11,,True,False,0,False,20
1,32,11,12,,True,False,0,False,20
1,32,12,13,,True,False,0,False,20
1,32,13,14,4.0,True,True,0,False,20
1,32,14,15,,True,False,0,False,20
1,32,15,16,6.0,True,True,0,False,20
1,32,16,17,,True,False,0,False,20
1,32,17,18,3.0,True,True,0,False,20
1,32,18,19,2.0,True,True,0,False,20
1,32,19,20,1.0,True,True,0,False,20
1,33,0,1,8.0,True,True,0,False,20
1,33,1,2,9.0,True,True,0,False,20
1,33,2,3,,True,False,0,False,20
1,33,3,4,,True,False,0,False,20
1,33,4,5,,True,False,0,False,20
1,33,5,6,10.0,True,True,0,False,20
1,33,6,7,,True,False,0,False,20
1,33,7,8,,True,False,0,False,20
1,33,8,9,,True,False,0,False,20
1,33,9,10,6.0,True,True,0,False,20
1,33,10,11,,True,False,0,False,20
1,33,11,12,,True,False,0,False,20
1,33,12,13,,True,False,0,False,20
1,33,13,14,,True,False,0,False,20
1,33,14,15,7.0,True,True,0,False,20
1,33,15,16,1.0,True,True,0,False,20
1,33,16,17,2.0,True,True,0,False,20
1,33,17,18,3.0,True,True,0,False,20
1,33,18,19,4.0,True,True,0,False,20
1,33,19,20,5.0,True,True,0,False,20
1,34,0,1,,True,False,0,False,20
1,34,1,2,,True,False,0,False,20
1,34,2,3,,True,False,0,False,20
1,34,3,4,,True,False,0,False,20
1,34,4,5,,True,False,0,False,20
1,34,5,6,,True,False,0,False,20
1,34,6,7,,True,False,0,False,20
1,34,7,8,,True,False,0,False,20
1,34,8,9,,True,False,0,False,20
1,34,9,10,,True,False,0,False,20
1,34,10,11,,True,False,0,False,20
1,34,11,12,,True,False,0,False,20
1,34,12,13,,True,False,0,False,20
1,34,13,14,,True,False,0,False,20
1,34,14,15,,True,False,0,False,20
1,34,15,16,1.0,True,True,0,False,20
1,34,16,17,,True,False,0,False,20
1,34,17,18,2.0,True,True,0,False,20
1,34,18,19,,True,False,0,False,20
1,34,19,20,3.0,True,True,0,False,20
1,35,0,1,,True,False,0,False,20
1,35,1,2,,True,False,0,False,20
1,35,2,3,,True,False,0,False,20
1,35,3,4,,True,False,0,False,20
1,35,4,5,,True,False,0,False,20
1,35,5,6,,True,False,0,False,20
1,35,6,7,,True,False,0,False,20
1,35,7,8,,True,False,0,False,20
1,35,8,9,4.0,True,True,0,False,20
1,35,9,10,6.0,True,True,0,False,20
1,35,10,11,,True,False,0,False,20
1,35,11,12,5.0,True,True,0,False,20
