,subject,list,item,input,output,study,recall,repeat,intrusion
78,1,4,19,19,,True,False,0,False
79,1,4,20,20,,True,False,0,False
80,1,5,1,1,6.0,True,True,0,False
81,1,5,2,2,7.0,True,True,0,False
82,1,5,3,3,,True,False,0,False
83,1,5,4,4,,True,False,0,False
84,1,5,5,5,,True,False,0,False
85,1,5,6,6,8.0,True,True,0,False
86,1,5,7,7,,True,False,0,False
87,1,5,8,8,,True,False,0,False
88,1,5,9,9,,True,False,0,False
89,1,5,10,10,,True,False,0,False
90,1,5,11,11,,True,False,0,False
91,1,5,12,12,,True,False,0,False
92,1,5,13,13,,True,False,0,False
93,1,5,14,14,1.0,True,True,0,False
94,1,5,15,15,2.0,True,True,0,False
95,1,5,16,16,,True,False,0,False
96,1,5,17,17,3.0,True,True,0,False
97,1,5,18,18,4.0,True,True,0,False
98,1,5,19,19,,True,False,0,False
99,1,5,20,20,5.0,True,True,0,False
100,1,6,1,1,5.0,True,True,0,False
101,1,6,2,2,6.0,True,True,0,False
102,1,6,3,3,,True,False,0,False
103,1,6,4,4,,True,False,0,False
104,1,6,5,5,,True,False,0,False
105,1,6,6,6,,True,False,0,False
106,1,6,7,7,,True,False,0,False
107,1,6,8,8,,True,False,0,False
108,1,6,9,9,7.0,True,True,0,False
109,1,6,10,10,,True,False,0,False
110,1,6,11,11,,True,False,0,False
111,1,6,12,12,,True,False,0,False
112,1,6,13,13,8.0,True,True,0,False
113,1,6,14,14,,True,False,0,False
114,1,6,15,15,,True,False,0,False
115,1,6,16,16,1.0,True,True,0,False
116,1,6,17,17,2.0,True,True,0,False
117,1,6,18,18,3.0,True,True,0,False
118,1,6,19,19,,True,False,0,False
119,1,6,20,20,4.0,True,True,0,False
120,1,7,1,1,6.0,True,True,0,False
121,1,7,2,2,,True,False,0,False
122,1,7,3,3,5.0,True,True,0,False
123,1,7,4,4,,True,False,0,False
124,1,7,5,5,,True,False,0,False
125,1,7,6,6,,True,False,0,False
126,1,7,7,7,,True,False,0,False
127,1,7,8,8,,True,False,0,False
128,1,7,9,9,,True,False,0,False
129,1,7,10,10,,True,False,0,False
130,1,7,11,11,,True,False,0,False
131,1,7,12,12,,True,False,0,False
132,1,7,13,13,,True,False,0,False
133,1,7,14,14,,True,False,0,False
134,1,7,15,15,1.0,True,True,0,False
135,1,7,16,16,2.0,True,True,0,False
136,1,7,17,17,3.0,True,True,0,False
137,1,7,18,18,4.0,True,True,0,False
138,1,7,19,19,,True,False,0,False
139,1,7,20,20,,True,False,0,False
140,1,8,1,1,,True,False,0,False
141,1,8,2,2,,True,False,0,False
142,1,8,3,3,,True,False,0,False
143,1,8,4,4,,True,False,0,False
144,1,8,5,5,,True,False,0,False
145,1,8,6,6,,True,False,0,False
146,1,8,7,7,,True,False,0,False
147,1,8,8,8,,True,False,0,False
148,1,8,9,9,,True,False,0,False
149,1,8,10,10,,True,False,0,False
150,1,8,11,11,6.0,True,True,0,False
151,1,8,12,12,7.0,True,True,0,False
152,1,8,13,13,1.0,True,True,0,False
153,1,8,14,14,2.0,True,True,0,False
154,1,8,15,15,3.0,True,True,0,False
155,1,8,16,16,,True,False,0,False
156,1,8,17,17,,True,False,0,False
157,1,8,18,18,4.0,True,True,0,False
158,1,8,19,19,,True,False,0,False
159,1,8,20,20,5.0,True,True,0,False
160,1,9,1,1,,True,False,0,False
161,1,9,2,2,,True,False,0,False
162,1,9,3,3,,True,False,0,False
163,1,9,4,4,,True,False,0,False
164,1,9,5,5,,True,False,0,False
165,1,9,6,6,,True,False,0,False
166,1,9,7,7,,True,False,0,False
167,1,9,8,8,,True,False,0,False
168,1,9,9,9,,True,False,0,False
169,1,9,10,10,,True,False,0,False
170,1,9,11,11,,True,False,0,False
171,1,9,12,12,,True,False,0,False
172,1,9,13,13,,True,False,0,False
173,1,9,14,14,,True,False,0,False
174,1,9,15,15,1.0,True,True,0,False
175,1,9,16,16,2.0,True,True,0,False
176,1,9,17,17,,True,False,0,False
177,1,9,18,18,3.0,True,True,0,False
178,1,9,19,19,4.0,True,True,0,False
179,1,9,20,20,5.0,True,True,0,False
180,1,10,1,1,,True,False,0,False
181,1,10,2,2,,True,False,0,False
182,1,10,3,3,,True,False,0,False
183,1,10,4,4,,True,False,0,False
184,1,10,5,5,,True,False,0,False
185,1,10,6,6,7.0,True,True,0,False
186,1,10,7,7,,True,False,0,False
187,1,10,8,8,,True,False,0,False
188,1,10,9,9,,True,False,0,False
189,1,10,10,10,,True,False,0,False
190,1,10,11,11,,True,False,0,False
191,1,10,12,12,5.0,True,True,0,False
192,1,10,13,13,6.0,True,True,0,False
193,1,10,14,14,,True,False,0,False
194,1,10,15,15,,True,False,0,False
195,1,10,16,16,,True,False,0,False
196,1,10,17,17,1.0,True,True,0,False
197,1,10,18,18,2.0,True,True,0,False
198,1,10,19,19,3.0,True,True,0,False
199,1,10,20,20,4.0,True,True,0,False
200,1,11,1,1,,True,False,0,False
201,1,11,2,2,,True,False,0,False
202,1,11,3,3,,True,False,0,False
203,1,11,4,4,,True,False,0,False
204,1,11,5,5,,True,False,0,False
205,1,11,6,6,,True,False,0,False
206,1,11,7,7,,True,False,0,False
207,1,11,8,8,,True,False,0,False
208,1,11,9,9,,True,False,0,False
209,1,11,10,10,,True,False,0,False
210,1,11,11,11,,True,False,0,False
211,1,11,12,12,,True,False,0,False
212,1,11,13,13,1.0,True,True,0,False
213,1,11,14,14,2.0,True,True,0,False
214,1,11,15,15,3.0,True,True,0,False
215,1,11,16,16,4.0,True,True,0,False
216,1,11,17,17,,True,False,0,False
217,1,11,18,18,5.0,True,True,0,False
218,1,11,19,19,,True,False,0,False
219,1,11,20,20,,True,False,0,False
220,1,12,1,1,,True,False,0,False
221,1,12,2,2,,True,False,0,False
222,1,12,3,3,,True,False,0,False
223,1,12,4,4,,True,False,0,False
224,1,12,5,5,,True,False,0,False
225,1,12,6,6,,True,False,0,False
226,1,12,7,7,,True,False,0,False
227,1,12,8,8,,True,False,0,False
228,1,12,9,9,,True,False,0,False
229,1,12,10,10,8.0,True,True,0,False
230,1,12,11,11,,True,False,0,False
231,1,12,12,12,,True,False,0,False
232,1,12,13,13,1.0,True,True,0,False
233,1,12,14,14,3.0,True,True,0,False
234,1,12,15,15,2.0,True,True,0,False
235,1,12,16,16,4.0,True,True,0,False
236,1,12,17,17,5.0,True,True,0,False
237,1,12,18,18,6.0,True,True,0,False
238,1,12,19,19,7.0,True,True,0,False
239,1,12,20,20,,True,False,0,False
240,1,13,1,1,,True,False,0,False
241,1,13,2,2,,True,False,0,False
242,1,13,3,3,,True,False,0,False
243,1,13,4,4,5.0,True,True,0,False
244,1,13,5,5,,True,False,0,False
245,1,13,6,6,6.0,True,True,0,False
246,1,13,7,7,,True,False,0,False
247,1,13,8,8,,True,False,0,False
248,1,13,9,9,,True,False,0,False
249,1,13,10,10,,True,False,0,False
250,1,13,11,11,,True,False,0,False
251,1,13,12,12,,True,False,0,False
252,1,13,13,13,1.0,True,True,0,False
253,1,13,14,14,2.0,True,True,0,False
254,1,13,15,15,3.0,True,True,0,False
255,1,13,16,16,4.0,True,True,0,False
256,1,13,17,17,,True,False,0,False
257,1,13,18,18,,True,False,0,False
258,1,13,19,19,,True,False,0,False
259,1,13,20,20,,True,False,0,False
260,1,14,1,1,,True,False,0,False
261,1,14,2,2,,True,False,0,False
262,1,14,3,3,,True,False,0,False
263,1,14,4,4,6.0,True,True,0,False
264,1,14,5,5,,True,False,0,False
265,1,14,6,6,,True,False,0,False
266,1,14,7,7,,True,False,0,False
267,1,14,8,8,,True,False,0,False
268,1,14,9,9,,True,False,0,False
269,1,14,10,10,7.0,True,True,0,False
270,1,14,11,11,,True,False,0,False
271,1,14,12,12,,True,False,0,False
272,1,14,13,13,,True,False,0,False
273,1,14,14,14,,True,False,0,False
274,1,14,15,15,,True,False,0,False
275,1,14,16,16,1.0,True,True,0,False
276,1,14,17,17,2.0,True,True,0,False
277,1,14,18,18,3.0,True,True,0,False
278,1,14,19,19,4.0,True,True,0,False
279,1,14,20,20,5.0,True,True,0,False
280,1,15,1,1,,True,False,0,False
281,1,15,2,2,,True,False,0,False
282,1,15,3,3,7.0,True,True,0,False
283,1,15,4,4,8.0,True,True,0,False
284,1,15,5,5,,True,False,0,False
285,1,15,6,6,,True,False,0,False
286,1,15,7,7,9.0,True,True,0,False
287,1,15,8,8,,True,False,0,False
288,1,15,9,9,,True,False,0,False
289,1,15,10,10,,True,False,0,False
290,1,15,11,11,,True,False,0,False
291,1,15,12,12,6.0,True,True,0,False
292,1,15,13,13,,True,False,0,False
293,1,15,14,14,,True,False,0,False
294,1,15,15,15,,True,False,0,False
295,1,15,16,16,5.0,True,True,0,False
296,1,15,17,17,1.0,True,True,0,False
297,1,15,18,18,2.0,True,True,0,False
298,1,15,19,19,3.0,True,True,0,False
299,1,15,20,20,4.0,True,True,0,False
300,1,16,1,1,,True,False,0,False
301,1,16,2,2,,True,False,0,False
302,1,16,3,3,5.0,True,True,0,False
303,1,16,4,4,,True,False,0,False
304,1,16,5,5,7.0,True,True,0,False
305,1,16,6,6,,True,False,0,False
306,1,16,7,7,,True,False,0,False
307,1,16,8,8,,True,False,0,False
308,1,16,9,9,,True,False,0,False
309,1,16,10,10,,True,False,0,False
310,1,16,11,11,,True,False,0,False
311,1,16,12,12,6.0,True,True,0,False
312,1,16,13,13,,True,False,0,False
313,1,16,14,14,,True,False,0,False
314,1,16,15,15,,True,False,0,False
315,1,16,16,16,,True,False,0,False
316,1,16,17,17,1.0,True,True,0,False
317,1,16,18,18,2.0,True,True,0,False
318,1,16,19,19,3.0,True,True,0,False
319,1,16,20,20,4.0,True,True,0,False
320,1,17,1,1,,True,False,0,False
321,1,17,2,2,,True,False,0,False
322,1,17,3,3,,True,False,0,False
323,1,17,4,4,,True,False,0,False
324,1,17,5,5,7.0,True,True,0,False
325,1,17,6,6,,True,False,0,False
326,1,17,7,7,,True,False,0,False
327,1,17,8,8,,True,False,0,False
328,1,17,9,9,,True,False,0,False
329,1,17,10,10,8.0,True,True,0,False
330,1,17,11,11,,True,False,0,False
331,1,17,12,12,9.0,True,True,0,False
332,1,17,13,13,,True,False,0,False
333,1,17,14,14,6.0,True,True,0,False
334,1,17,15,15,,True,False,0,False
335,1,17,16,16,1.0,True,True,0,False
336,1,17,17,17,2.0,True,True,0,False
337,1,17,18,18,3.0,True,True,0,False
338,1,17,19,19,4.0,True,True,0,False
339,1,17,20,20,5.0,True,True,0,False
340,1,18,1,1,6.0,True,True,0,False
341,1,18,2,2,,True,False,0,False
342,1,18,3,3,8.0,True,True,0,False
343,1,18,4,4,7.0,True,True,0,False
344,1,18,5,5,,True,False,0,False
345,1,18,6,6,,True,False,0,False
346,1,18,7,7,,True,False,0,False
347,1,18,8,8,,True,False,0,False
348,1,18,9,9,,True,False,0,False
349,1,18,10,10,,True,False,0,False
350,1,18,11,11,,True,False,0,False
351,1,18,12,12,,True,False,0,False
352,1,18,13,13,1.0,True,True,0,False
353,1,18,14,14,2.0,True,True,0,False
354,1,18,15,15,5.0,True,True,0,False
355,1,18,16,16,,True,False,0,False
356,1,18,17,17,,True,False,0,False
357,1,18,18,18,,True,False,0,False
358,1,18,19,19,3.0,True,True,0,False
359,1,18,20,20,4.0,True,True,0,False
360,1,19,1,1,9.0,True,True,0,False
361,1,19,2,2,,True,False,0,False
362,1,19,3,3,,True,False,0,False
363,1,19,4,4,,True,False,0,False
364,1,19,5,5,,True,False,0,False
365,1,19,6,6,,True,False,0,False
366,1,19,7,7,8.0,True,True,0,False
367,1,19,8,8,,True,False,0,False
368,1,19,9,9,,True,False,0,False
369,1,19,10,10,,True,False,0,False
370,1,19,11,11,,True,False,0,False
371,1,19,12,12,,True,False,0,False
372,1,19,13,13,,True,False,0,False
373,1,19,14,14,1.0,True,True,0,False
374,1,19,15,15,2.0,True,True,0,False
375,1,19,16,16,3.0,True,True,0,False
376,1,19,17,17,4.0,True,True,0,False
377,1,19,18,18,5.0,True,True,0,False
378,1,19,19,19,6.0,True,True,0,False
379,1,19,20,20,7.0,True,True,0,False
380,1,20,1,1,6.0,True,True,0,False
381,1,20,2,2,,True,False,0,False
382,1,20,3,3,,True,False,0,False
383,1,20,4,4,,True,False,0,False
384,1,20,5,5,,True,False,0,False
385,1,20,6,6,7.0,True,True,0,False
386,1,20,7,7,8.0,True,True,0,False
387,1,20,8,8,,True,False,0,False
388,1,20,9,9,,True,False,0,False
389,1,20,10,10,,True,False,0,False
390,1,20,11,11,,True,False,0,False
391,1,20,12,12,,True,False,0,False
392,1,20,13,13,,True,False,0,False
393,1,20,14,14,,True,False,0,False
394,1,20,15,15,,True,False,0,False
395,1,20,16,16,5.0,True,True,0,False
396,1,20,17,17,1.0,True,True,0,False
397,1,20,18,18,2.0,True,True,0,False
398,1,20,19,19,3.0,True,True,0,False
399,1,20,20,20,4.0,True,True,0,False
400,2,1,1,1,5.0,True,True,0,False
401,2,1,2,2,,True,False,0,False
402,2,1,3,3,,True,False,0,False
403,2,1,4,4,,True,False,0,False
404,2,1,5,5,,True,False,0,False
405,2,1,6,6,,True,False,0,False
406,2,1,7,7,,True,False,0,False
407,2,1,8,8,,True,False,0,False
408,2,1,9,9,,True,False,0,False
409,2,1,10,10,,True,False,0,False
410,2,1,11,11,,True,False,0,False
411,2,1,12,12,4.0,True,True,0,False
412,2,1,13,13,,True,False,0,False
413,2,1,14,14,,True,False,0,False
414,2,1,15,15,,True,False,0,False
415,2,1,16,16,,True,False,0,False
416,2,1,17,17,,True,False,0,False
417,2,1,18,18,1.0,True,True,0,False
418,2,1,19,19,2.0,True,True,0,False
419,2,1,20,20,3.0,True,True,0,False
420,2,2,1,1,2.0,True,True,0,False
421,2,2,2,2,3.0,True,True,0,False
422,2,2,3,3,4.0,True,True,0,False
423,2,2,4,4,,True,False,0,False
424,2,2,5,5,,True,False,0,False
425,2,2,6,6,,True,False,0,False
426,2,2,7,7,,True,False,0,False
427,2,2,8,8,6.0,True,True,0,False
428,2,2,9,9,,True,False,0,False
429,2,2,10,10,,True,False,0,False
430,2,2,11,11,,True,False,0,False
431,2,2,12,12,,True,False,0,False
432,2,2,13,13,5.0,True,True,0,False
433,2,2,14,14,,True,False,0,False
434,2,2,15,15,,True,False,0,False
435,2,2,16,16,,True,False,0,False
436,2,2,17,17,1.0,True,True,0,False
437,2,2,18,18,,True,False,0,False
438,2,2,19,19,,True,False,0,False
439,2,2,20,20,,True,False,0,False
440,2,3,1,1,3.0,True,True,0,False
441,2,3,2,2,6.0,True,True,0,False
442,2,3,3,3,5.0,True,True,0,False
443,2,3,4,4,,True,False,0,False
444,2,3,5,5,,True,False,0,False
445,2,3,6,6,4.0,True,True,0,False
446,2,3,7,7,,True,False,0,False
447,2,3,8,8,,True,False,0,False
448,2,3,9,9,,True,False,0,False
449,2,3,10,10,,True,False,0,False
450,2,3,11,11,,True,False,0,False
451,2,3,12,12,,True,False,0,False
452,2,3,13,13,,True,False,0,False
453,2,3,14,14,,True,False,0,False
454,2,3,15,15,,True,False,0,False
455,2,3,16,16,,True,False,0,False
456,2,3,17,17,1.0,True,True,0,False
457,2,3,18,18,2.0,True,True,0,False
458,2,3,19,19,,True,False,0,False
459,2,3,20,20,,True,False,0,False
460,2,4,1,1,5.0,True,True,0,False
461,2,4,2,2,4.0,True,True,0,False
462,2,4,3,3,,True,False,0,False
463,2,4,4,4,6.0,True,True,0,False
464,2,4,5,5,,True,False,0,False
465,2,4,6,6,,True,False,0,False
466,2,4,7,7,,True,False,0,False
467,2,4,8,8,,True,False,0,False
468,2,4,9,9,,True,False,0,False
469,2,4,10,10,,True,False,0,False
470,2,4,11,11,,True,False,0,False
471,2,4,12,12,,True,False,0,False
472,2,4,13,13,,True,False,0,False
473,2,4,14,14,,True,False,0,False
474,2,4,15,15,,True,False,0,False
475,2,4,16,16,,True,False,0,False
476,2,4,17,17,3.0,True,True,0,False
477,2,4,18,18,1.0,True,True,0,False
478,2,4,19,19,2.0,True,True,0,False
479,2,4,20,20,,True,False,0,False
480,2,5,1,1,,True,False,0,False
481,2,5,2,2,,True,False,0,False
482,2,5,3,3,,True,False,0,False
483,2,5,4,4,,True,False,0,False
484,2,5,5,5,,True,False,0,False
485,2,5,6,6,,True,False,0,False
486,2,5,7,7,3.0,True,True,0,False
487,2,5,8,8,,True,False,0,False
488,2,5,9,9,,True,False,0,False
489,2,5,10,10,,True,False,0,False
490,2,5,11,11,,True,False,0,False
491,2,5,12,12,,True,False,0,False
492,2,5,13,13,,True,False,0,False
493,2,5,14,14,,True,False,0,False
494,2,5,15,15,,True,False,0,False
495,2,5,16,16,4.0,True,True,0,False
496,2,5,17,17,,True,False,0,False
497,2,5,18,18,,True,False,0,False
498,2,5,19,19,1.0,True,True,0,False
499,2,5,20,20,2.0,True,True,0,False
500,2,6,1,1,,True,False,0,False
501,2,6,2,2,,True,False,0,False
502,2,6,3,3,,True,False,0,False
503,2,6,4,4,,True,False,0,False
504,2,6,5,5,,True,False,0,False
505,2,6,6,6,,True,False,0,False
506,2,6,7,7,,True,False,0,False
507,2,6,8,8,,True,False,0,False
508,2,6,9,9,,True,False,0,False
509,2,6,10,10,,True,False,0,False
510,2,6,11,11,,True,False,0,False
511,2,6,12,12,2.0,True,True,0,False
512,2,6,13,13,,True,False,0,False
513,2,6,14,14,,True,False,0,False
514,2,6,15,15,,True,False,0,False
515,2,6,16,16,,True,False,0,False
516,2,6,17,17,,True,False,0,False
517,2,6,18,18,1.0,True,True,0,False
518,2,6,19,19,,True,False,0,False
519,2,6,20,20,,True,False,0,False
520,2,7,1,1,,True,False,0,False
521,2,7,2,2,,True,False,0,False
522,2,7,3,3,,True,False,0,False
523,2,7,4,4,,True,False,0,False
524,2,7,5,5,,True,False,0,False
525,2,7,6,6,,True,False,0,False
526,2,7,7,7,,True,False,0,False
527,2,7,8,8,,True,False,0,False
528,2,7,9,9,,True,False,0,False
529,2,7,10,10,3.0,True,True,0,False
530,2,7,11,11,4.0,True,True,0,False
531,2,7,12,12,,True,False,0,False
532,2,7,13,13,,True,False,0,False
533,2,7,14,14,,True,False,0,False
534,2,7,15,15,,True,False,0,False
535,2,7,16,16,,True,False,0,False
536,2,7,17,17,,True,False,0,False
537,2,7,18,18,,True,False,0,False
538,2,7,19,19,1.0,True,True,0,False
539,2,7,20,20,2.0,True,True,0,False
540,2,8,1,1,,True,False,0,False
541,2,8,2,2,,True,False,0,False
542,2,8,3,3,,True,False,0,False
543,2,8,4,4,,True,False,0,False
544,2,8,5,5,,True,False,0,False
545,2,8,6,6,,True,False,0,False
546,2,8,7,7,,True,False,0,False
547,2,8,8,8,,True,False,0,False
548,2,8,9,9,,True,False,0,False
549,2,8,10,10,,True,False,0,False
550,2,8,11,11,,True,False,0,False
551,2,8,12,12,,True,False,0,False
552,2,8,13,13,4.0,True,True,0,False
553,2,8,14,14,3.0,True,True,0,False
554,2,8,15,15,,True,False,0,False
555,2,8,16,16,,True,False,0,False
556,2,8,17,17,,True,False,0,False
557,2,8,18,18,,True,False,0,False
558,2,8,19,19,1.0,True,True,0,False
559,2,8,20,20,2.0,True,True,0,False
560,2,9,1,1,6.0,True,True,0,False
561,2,9,2,2,,True,False,0,False
562,2,9,3,3,,True,False,0,False
563,2,9,4,4,,True,False,0,False
564,2,9,5,5,,True,False,0,False
565,2,9,6,6,,True,False,0,False
566,2,9,7,7,,True,False,0,False
567,2,9,8,8,,True,False,0,False
568,2,9,9,9,,True,False,0,False
569,2,9,10,10,,True,False,0,False
570,2,9,11,11,,True,False,0,False
571,2,9,12,12,4.0,True,True,0,False
572,2,9,13,13,3.0,True,True,0,False
573,2,9,14,14,5.0,True,True,0,False
574,2,9,15,15,,True,False,0,False
575,2,9,16,16,,True,False,0,False
576,2,9,17,17,,True,False,0,False
577,2,9,18,18,1.0,True,True,0,False
578,2,9,19,19,,True,False,0,False
579,2,9,20,20,2.0,True,True,0,False
580,2,10,1,1,,True,False,0,False
581,2,10,2,2,3.0,True,True,0,False
582,2,10,3,3,,True,False,0,False
583,2,10,4,4,,True,False,0,False
584,2,10,5,5,,True,False,0,False
585,2,10,6,6,,True,False,0,False
586,2,10,7,7,,True,False,0,False
587,2,10,8,8,,True,False,0,False
588,2,10,9,9,,True,False,0,False
589,2,10,10,10,,True,False,0,False
590,2,10,11,11,,True,False,0,False
591,2,10,12,12,,True,False,0,False
592,2,10,13,13,,True,False,0,False
593,2,10,14,14,,True,False,0,False
594,2,10,15,15,,True,False,0,False
595,2,10,16,16,,True,False,0,False
596,2,10,17,17,,True,False,0,False
597,2,10,18,18,1.0,True,True,0,False
598,2,10,19,19,,True,False,0,False
599,2,10,20,20,2.0,True,True,0,False
600,2,11,1,1,,True,False,0,False
601,2,11,2,2,,True,False,0,False
602,2,11,3,3,,True,False,0,False
603,2,11,4,4,,True,False,0,False
604,2,11,5,5,2.0,True,True,0,False
605,2,11,6,6,4.0,True,True,0,False
606,2,11,7,7,,True,False,0,False
607,2,11,8,8,,True,False,0,False
608,2,11,9,9,,True,False,0,False
609,2,11,10,10,,True,False,0,False
610,2,11,11,11,3.0,True,True,0,False
611,2,11,12,12,,True,False,0,False
612,2,11,13,13,,True,False,0,False
613,2,11,14,14,,True,False,0,False
614,2,11,15,15,,True,False,0,False
615,2,11,16,16,,True,False,0,False
616,2,11,17,17,,True,False,0,False
617,2,11,18,18,,True,False,0,False
618,2,11,19,19,1.0,True,True,0,False
619,2,11,20,20,,True,False,0,False
620,2,12,1,1,5.0,True,True,0,False
621,2,12,2,2,4.0,True,True,0,False
622,2,12,3,3,,True,False,0,False
623,2,12,4,4,,True,False,0,False
624,2,12,5,5,,True,False,0,False
625,2,12,6,6,,True,False,0,False
626,2,12,7,7,,True,False,0,False
627,2,12,8,8,,True,False,0,False
628,2,12,9,9,,True,False,0,False
629,2,12,10,10,,True,False,0,False
630,2,12,11,11,,True,False,0,False
631,2,12,12,12,,True,False,0,False
632,2,12,13,13,,True,False,0,False
633,2,12,14,14,,True,False,0,False
634,2,12,15,15,,True,False,0,False
635,2,12,16,16,,True,False,0,False
636,2,12,17,17,1.0,True,True,0,False
637,2,12,18,18,,True,False,0,False
638,2,12,19,19,2.0,True,True,0,False
639,2,12,20,20,3.0,True,True,0,False
640,2,13,1,1,5.0,True,True,0,False
641,2,13,2,2,,True,False,0,False
642,2,13,3,3,,True,False,0,False
643,2,13,4,4,,True,False,0,False
644,2,13,5,5,,True,False,0,False
645,2,13,6,6,,True,False,0,False
646,2,13,7,7,,True,False,0,False
647,2,13,8,8,,True,False,0,False
648,2,13,9,9,,True,False,0,False
649,2,13,10,10,,True,False,0,False
650,2,13,11,11,,True,False,0,False
651,2,13,12,12,,True,False,0,False
652,2,13,13,13,,True,False,0,False
653,2,13,14,14,3.0,True,True,0,False
654,2,13,15,15,4.0,True,True,0,False
655,2,13,16,16,,True,False,0,False
656,2,13,17,17,,True,False,0,False
657,2,13,18,18,,True,False,0,False
658,2,13,19,19,1.0,True,True,0,False
659,2,13,20,20,2.0,True,True,0,False
660,2,14,1,1,4.0,True,True,0,False
661,2,14,2,2,,True,False,0,False
662,2,14,3,3,,True,False,0,False
663,2,14,4,4,,True,False,0,False
664,2,14,5,5,,True,False,0,False
665,2,14,6,6,,True,False,0,False
666,2,14,7,7,,True,False,0,False
667,2,14,8,8,,True,False,0,False
668,2,14,9,9,,True,False,0,False
669,2,14,10,10,,True,False,0,False
670,2,14,11,11,,True,False,0,False
671,2,14,12,12,,True,False,0,False
672,2,14,13,13,,True,False,0,False
673,2,14,14,14,,True,False,0,False
674,2,14,15,15,,True,False,0,False
675,2,14,16,16,,True,False,0,False
676,2,14,17,17,,True,False,0,False
677,2,14,18,18,1.0,True,True,0,False
678,2,14,19,19,2.0,True,True,0,False
679,2,14,20,20,3.0,True,True,0,False
680,2,15,1,1,6.0,True,True,0,False
681,2,15,2,2,,True,False,0,False
682,2,15,3,3,3.0,True,True,0,False
683,2,15,4,4,4.0,True,True,0,False
684,2,15,5,5,,True,False,0,False
685,2,15,6,6,,True,False,0,False
686,2,15,7,7,,True,False,0,False
687,2,15,8,8,,True,False,0,False
688,2,15,9,9,,True,False,0,False
689,2,15,10,10,,True,False,0,False
690,2,15,11,11,7.0,True,True,0,False
691,2,15,12,12,,True,False,0,False
692,2,15,13,13,,True,False,0,False
693,2,15,14,14,,True,False,0,False
694,2,15,15,15,,True,False,0,False
695,2,15,16,16,,True,False,0,False
696,2,15,17,17,,True,False,0,False
697,2,15,18,18,5.0,True,True,0,False
698,2,15,19,19,1.0,True,True,0,False
699,2,15,20,20,2.0,True,True,0,False
